"id","Year","Paper","Keyword_1","Keyword_2","Keyword_3","Keyword_4","NewKeyword"
"3128","2015","emotions in argumentation:  an empirical evaluation","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3129","2015","parliamentary voting procedures:  agenda control, manipulation, and uncertainty","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3130","2015","computer science on the move:  inferring migration regularities from the web via compressed label propagation","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3131","2015","semi-universal portfolios with transaction costs","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3132","2015","context-independent claim detection for argument mining","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3133","2015","a deterministic partition function approximation for exponential random graph models","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3134","2015","bonus or not? learn to reward in crowdsourcing","artificial intelligence and social sciences","nan","nan","nan","humans & ai"
"3135","2015","mechanism design and implementation for lung exchange","auctions and market-based systems","nan","nan","nan","computational social choice"
"3136","2015","maximal cooperation in repeated games on social networks","auctions and market-based systems","nan","nan","nan","computational social choice"
"3137","2015","selling reserved instances in cloud computing","auctions and market-based systems","nan","nan","nan","computational social choice"
"3138","2015","a multicore tool for constraint solving","constraint optimization","nan","nan","nan","heuristic search & optimization"
"3139","2015","improving the effectiveness of sat-based preprocessing for maxsat","constraint optimization","nan","nan","nan","heuristic search & optimization"
"3140","2015","maximum satisfiability using cores and correction sets","constraint optimization","nan","nan","nan","heuristic search & optimization"
"3141","2015","recursive decomposition for nonconvex optimization - ijcai-15 distinguished paper","constraint optimization","nan","nan","nan","heuristic search & optimization"
"3142","2015","finding diverse solutions of high quality to constraint optimization problems","constraint optimization","nan","nan","nan","heuristic search & optimization"
"3143","2015","on the resiliency of unit propagation to max-resolution","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3144","2015","improving the efficiency of dynamic programming on tree decompositions via machine learning","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3145","2015","exploiting the structure of unsatisfiable cores in maxsat","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3146","2015","multi-armed bandits for adaptive constraint propagation","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3147","2015","combining preference elicitation and search in multiobjective state-space graphs","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3148","2015","reactr:  realtime algorithm configuration through tournament rankings","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3149","2015","expressive logical combinators for free","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3150","2015","statistical regimes and runtime prediction","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3151","2015","solving qbf by clause selection","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3152","2015","compiling constraint networks into multivalued decomposable decision graphs","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
"3153","2015","filtering nogoods lazily in dynamic symmetry breaking during search","constraints and satisfiability and and search","nan","nan","nan","search & constraint satisfaction"
